id,sold,main_salary,second_salary,annual_bonus,loan_os,house_value_change,bank_balance_main,credit_card_bal,car_loan,used_bank_overdraft,owns_property,remarried,divorce,age,shares,savings,children,areacode,credit_card,blah
1754,0,18000,0,0,-45,0,1407,683,0,0,0,0,0,21,0,0,4,4,N,L
1755,0,0,0,0,0,0,0,2119,0,0,1,0,0,60,33,1436,0,5,N,M
1756,0,69000,0,0,-40,3000,5257,474,8000,0,0,0,0,40,0,0,0,2,N,N
1757,0,1000,0,0,0,0,314,19,0,0,0,0,0,18,0,68,0,5,N,O
1758,0,22000,0,0,-39,1000,1972,6,0,0,0,0,0,21,0,0,4,3,N,P
1759,0,60000,0,0,-5,0,2535,2279,0,0,0,0,0,38,25,1966,0,1,N,Q
1760,0,8000,0,0,-87,0,312,79,0,0,1,0,0,30,389,701,0,6,Y,R
1761,1,47000,0,0,-675,1000,1452,1012,0,0,0,0,0,43,2147,5164,0,4,N,S
1762,0,18000,0,0,0,0,69575,503,2000,0,1,0,0,38,33,32564,0,8,N,T
1763,0,6000,0,207,-123,0,7474,295,0,0,0,0,0,46,1796,0,0,9,N,U
1764,0,57000,2000,0,-23,5000,6506,2852,0,0,0,0,0,29,0,0,0,1,N,V
1765,0,0,0,0,0,1000,0,0,0,0,0,0,0,19,0,0,4,7,N,W
1766,0,17000,0,0,-24,0,1552,1947,0,0,0,0,0,40,0,4096,4,4,Y,X
1767,0,192000,0,0,-16,5000,6117,2108,5000,0,0,0,0,43,6,11505,0,2,N,Y
1768,0,91000,5000,0,-10,9000,21365,13687,0,0,0,0,0,28,0,8164,0,4,N,Z
1769,0,1000,0,0,-2,0,45,74,0,0,0,0,0,19,0,88,2,3,N,A
1770,0,3000,0,0,-2,0,101,0,0,0,0,0,0,18,0,0,0,2,N,B
1771,0,20000,0,0,-124,5000,11064,466,0,0,1,0,0,45,28,74,1,3,Y,C
1772,0,15000,0,0,-295,0,6,1018,0,1,0,0,0,31,0,3362,0,5,Y,D
1773,0,36000,0,0,-132,2000,495,1794,0,0,1,0,0,25,670,4092,0,9,Y,E
1774,1,4000,0,0,-12,-3000,160,129,0,0,0,0,0,22,1,0,0,3,N,F
1775,0,23000,0,0,-189,0,575,1245,0,0,0,0,0,25,0,456,0,1,N,G
1776,0,58000,0,0,-13106,-9000,58,526,0,0,1,0,0,25,2057,0,3,1,N,H
1777,0,71000,0,5,-19,4000,3185,2520,0,0,0,0,0,33,0,0,0,1,N,I
1778,0,27000,1000,38,-16,-1000,6636,904,0,1,0,0,0,31,0,15,0,6,N,J
1779,0,16000,0,0,-182,0,2,450,2000,1,0,0,0,29,0,0,0,1,Y,K
1780,0,34000,0,0,-7,0,774,1316,0,0,0,0,0,23,0,1238,0,7,N,L
1781,0,9000,0,0,-3,0,2779,277,0,0,1,0,0,39,171,253,4,2,N,M
1782,0,18000,0,0,-166,-1000,484,772,0,0,0,0,0,25,0,242,0,1,Y,N
1783,0,41000,0,162,-13,0,1426,490,1000,0,0,0,0,27,164,0,0,5,N,O
1784,0,8000,2000,64,-7,4000,2145,23,0,0,0,0,0,33,0,0,0,7,N,P
1785,0,19000,1000,0,-94,0,7691,1248,0,0,1,0,0,25,0,0,0,1,N,Q
1786,0,6000,0,0,-73,0,1679,81,0,0,0,0,0,23,0,16,0,3,Y,R
1787,0,28000,0,0,-28,0,2511,525,0,0,0,0,0,27,0,5788,0,1,N,S
1788,0,0,0,11271,-11547,-80000,30113,47839,40000,0,0,0,1,47,117479,15859,4,4,N,T
1789,0,57000,0,0,-885,-12000,0,2792,2000,1,0,0,0,23,0,8525,0,6,Y,U
1790,0,22000,1000,0,0,1000,3921,597,0,0,0,0,0,25,0,174,0,1,N,V
1791,0,11000,0,0,-6,-1000,485,48,0,0,0,0,1,44,0,2478,4,5,N,W
1792,0,24000,0,0,0,2000,4267,492,0,0,0,0,0,21,0,0,4,1,N,X
1793,0,144000,19000,0,-4774,27000,8,9628,0,0,1,0,0,56,0,7682,0,1,N,Y
1794,0,36000,0,0,-752,0,179,1932,0,1,1,0,0,35,0,5579,0,1,Y,Z
1795,0,38000,0,0,-304,17000,4085,16,0,0,1,0,0,20,0,0,4,1,N,A
1796,0,84000,0,0,0,39000,4427,561,16000,0,1,0,0,24,15808,0,0,1,N,B
1797,0,19000,0,0,-710,-1000,317,1202,0,0,0,0,0,21,72,0,2,4,Y,C
1798,1,47000,0,0,-290,-11000,87,7818,0,1,0,0,0,23,0,1561,2,4,Y,D
1799,0,86000,0,0,-1620,-1000,18,10702,0,1,1,0,0,42,0,40159,1,5,Y,E
1800,0,0,0,0,-2,0,0,0,0,0,0,0,0,19,0,0,0,1,N,F
1801,0,17000,0,86,-2,4000,9788,136,0,0,0,0,0,26,5190,0,0,4,N,G
1802,0,17000,0,0,-390,0,338,773,2000,1,0,0,0,28,239,237,0,1,Y,H
1803,0,53000,0,0,-245,0,670,5589,0,1,0,0,0,36,0,16988,0,4,Y,I
1804,0,18000,0,13140,-2227,-1010000,731,3692,0,0,0,0,1,24,0,0,0,1,N,J
1805,0,121000,3000,0,-94,3000,856,7782,0,0,0,0,0,33,0,0,0,2,N,K
1806,0,0,0,0,-10,0,344,70,0,0,0,0,0,18,0,0,4,1,Y,L
1807,0,91000,0,0,-1099,9000,719,11987,31000,1,1,0,0,48,0,9399,0,3,Y,M
1808,0,0,0,0,0,0,458,0,0,0,0,0,0,18,26,0,0,9,N,N
1809,0,8000,0,0,0,0,822,329,0,0,0,0,0,23,0,0,0,1,N,O
1810,0,90000,0,0,-1149,-2000,94,14647,1000,1,1,0,0,57,0,17745,2,4,Y,P
1811,0,23000,0,0,-518,1000,87,1646,0,1,1,0,0,35,32,2657,1,9,Y,Q
1812,0,41000,0,0,-410,-1000,4,3497,0,1,0,0,0,63,242,4669,4,6,Y,R
1813,0,16000,0,0,-72,0,13,1397,2000,1,0,0,0,33,252,4327,0,5,Y,S
1814,0,5000,0,0,-7,0,172,950,0,0,0,0,0,18,0,0,4,1,N,T
1815,0,37000,0,0,-239,-2000,4266,1392,1000,1,0,0,0,36,0,1661,0,4,N,U
1816,0,21000,0,0,-16,0,87,1793,0,1,0,0,0,69,1591,3503,0,7,Y,V
1817,0,78000,0,509,-34,1000,1660,6678,0,0,1,0,0,66,0,21427,0,5,N,W
1818,0,21000,2000,0,0,1000,14,0,2000,0,0,0,0,34,0,0,0,3,N,X
1819,0,21000,0,0,-91,0,7,1122,0,1,0,0,0,24,0,2149,0,5,Y,Y
1820,0,25000,0,0,-15,2000,2383,827,0,0,0,0,0,36,876,0,0,2,N,Z
1821,0,24000,0,0,-41,4000,2215,432,0,0,0,0,0,30,0,5110,0,4,N,A
1822,0,63000,0,0,-1080,2000,0,6456,0,1,0,0,1,67,0,25728,0,4,Y,B
1823,0,144000,0,0,-90,2000,1862,6386,0,0,0,0,0,24,0,16696,0,5,N,C
1824,0,31000,0,2,-43,0,25,2435,3000,1,0,0,0,41,1291,2963,2,6,Y,D
1825,0,14000,0,7,-35,0,581,305,0,0,0,0,0,44,0,0,1,1,Y,E
1826,0,14000,0,0,-53,0,1180,427,0,0,0,0,0,50,0,536,0,2,N,F
1827,0,5000,0,0,-10,0,202,41,0,0,0,0,0,19,144,302,0,1,N,G
1828,0,7000,0,0,-11,0,1151,211,0,0,0,0,0,24,0,85,0,8,N,H
1829,0,96000,0,0,-1552,1000,58,5862,0,0,1,0,0,42,4,22546,0,5,Y,I
1830,0,31000,0,0,-32,0,0,2336,5000,0,0,0,0,27,0,571,1,1,N,J
1831,1,0,0,0,0,0,0,250,0,0,0,0,0,18,0,0,4,7,N,K
1832,0,19000,0,0,-3891,3000,896,504,0,0,1,0,0,27,0,0,3,8,Y,L
1833,0,29000,0,0,-286,0,209,2019,0,1,1,0,0,27,97,4087,0,8,Y,M
1834,0,52000,0,0,-378,6000,0,5661,0,1,0,0,0,29,1779,0,0,9,Y,N
1835,0,8000,0,118,-18,0,2799,269,1000,0,0,0,0,45,1787,0,1,1,N,O
1836,0,97000,0,0,-538,1000,1531,14453,0,1,0,0,0,40,0,7544,0,4,Y,P
1837,0,33000,0,0,-43,0,2,3519,5000,1,0,0,0,26,0,989,0,2,Y,Q
1838,0,163000,0,0,-29,19000,0,4939,3000,0,1,0,0,40,5038,0,0,2,N,R
1839,0,5000,0,0,-38,0,21,456,0,0,0,0,0,18,0,222,0,1,N,S
1840,0,0,2000,0,-659,5000,985,5032,0,1,0,0,1,21,0,18091,4,2,N,T
1841,1,44000,0,0,-68,0,951,3876,0,0,0,0,0,23,250,0,0,2,N,U
1842,0,50000,0,0,-171,0,1678,7734,0,1,0,0,0,32,22,7798,0,4,N,V
1843,0,22000,1000,0,-128,2000,1675,1673,0,1,0,0,0,26,0,5487,0,6,Y,W
1844,0,10000,0,0,-3,0,14,94,0,0,0,0,0,24,0,336,4,2,N,X
1845,0,114000,0,161,0,40000,23390,1950,0,0,0,0,0,31,0,0,0,1,N,Y
1846,0,51000,0,0,0,0,4,291,0,0,0,0,0,66,0,0,0,1,N,Z
1847,0,84000,0,0,-1,1000,3738,0,0,0,0,0,0,29,0,14963,0,7,N,A
1848,0,45000,0,0,-11,1000,3115,2335,0,0,1,0,0,43,3,816,0,3,N,B
1849,0,19000,0,0,-130,1000,620,1799,0,1,0,0,0,24,0,0,4,1,Y,C
1850,0,43000,0,0,-15,21000,5630,8019,0,0,0,0,0,31,38,0,4,1,N,D
1851,0,31000,0,0,-1,0,2514,2198,0,0,0,0,0,24,0,0,0,1,N,E
1852,0,59000,1000,624,-228,2000,13512,3215,0,0,0,0,0,46,0,0,1,1,N,F
1853,0,0,0,0,0,0,0,993,0,0,1,0,0,22,2724,0,0,4,N,G
1854,0,67000,0,0,-394,0,0,2203,5000,1,0,0,0,29,0,0,0,1,N,H
1855,0,8000,0,0,-1,1000,2121,0,0,0,0,0,0,29,0,113,0,9,N,I
1856,0,1000,0,0,0,0,527,2,0,0,0,0,0,18,0,0,0,7,N,J
1857,0,21000,1000,0,-166,1000,4152,702,0,0,0,0,0,36,154,0,0,1,N,K
1858,0,8000,0,0,-275,0,87,819,0,1,0,0,0,24,746,53,0,1,Y,L
1859,0,11000,0,0,0,1000,1765,534,0,0,0,0,0,33,0,1331,0,7,N,M
1860,0,29000,1000,0,-73,2000,4,2280,0,1,0,0,0,37,0,0,0,4,Y,N
1861,0,0,0,0,0,0,51,0,0,0,0,0,0,19,0,0,3,5,N,O
1862,0,14000,0,0,-67,1000,1843,289,0,0,0,0,0,40,301,0,0,6,Y,P
1863,0,24000,0,0,-101,0,0,137,0,0,0,0,0,49,0,0,2,8,N,Q
1864,0,148000,5000,0,-7,6000,4347,8157,0,0,1,0,0,52,0,23522,0,5,N,R
1865,0,88000,21000,0,-39,11000,28051,9,0,0,0,0,0,30,0,8418,0,1,N,S
1866,0,19000,0,0,-161,0,328,4886,2000,1,0,0,0,27,14,4535,0,7,Y,T
1867,0,15000,0,0,-13,1000,3670,1208,0,0,0,0,0,65,0,585,0,8,N,U
1868,0,12000,0,0,-69,0,3,630,0,1,0,0,0,48,4,2417,0,5,Y,V
1869,0,23000,0,0,-59,0,97,1819,0,1,0,0,0,36,0,3056,0,2,Y,W
1870,0,27000,0,0,-8,0,3047,304,0,0,0,0,0,23,660,179,0,1,N,X
1871,0,4000,0,0,-4,0,129,59,0,0,0,0,0,21,0,0,0,6,N,Y
1872,0,14000,0,0,-77,0,61,885,0,1,0,0,0,44,22,1319,0,6,Y,Z
1873,0,13000,0,31,-75,1000,23,723,0,1,0,0,0,65,0,5416,0,2,Y,A
1874,1,8000,0,0,-101,0,1454,1197,0,0,1,0,0,23,0,0,0,8,Y,B
1875,0,48000,0,1304,-43,0,1954,2250,32000,0,0,0,0,33,19138,0,0,1,N,C
1876,0,11000,0,0,-29,1000,831,360,0,0,0,0,0,29,0,0,0,7,N,D
1877,0,19000,1000,0,-4,2000,921,319,0,0,0,0,0,22,0,611,0,3,N,E
1878,0,15000,0,0,-137,0,0,817,0,1,0,0,0,21,0,780,4,7,Y,F
1879,0,17000,0,0,-4,1000,1573,767,0,0,0,0,0,32,0,2501,0,6,N,G
1880,0,202000,0,598,-456,0,2030,14263,0,0,0,0,0,27,1000,8301,0,4,Y,H
1881,0,9000,0,0,-7,0,476,794,0,0,0,0,0,29,0,283,0,4,Y,I
1882,0,38000,0,2093,-126,7000,109,447,0,0,0,0,0,29,0,0,0,4,N,J
1883,0,25000,0,0,-9,0,2446,2244,0,0,0,0,0,49,234,75,0,3,N,K
1884,0,860000,0,490,-59,16000,2,11413,0,0,0,0,0,51,0,25685,0,6,N,L
1885,0,19000,0,0,-41,1000,1728,1129,0,0,0,0,0,39,0,1369,1,3,Y,M
1886,0,9000,0,0,-12,0,1138,327,0,0,0,0,0,21,0,12,4,7,N,N
1887,0,9000,0,41,-146,-4000,180,1168,0,0,0,0,0,45,0,3969,1,6,N,O
1888,0,69000,0,0,-220,4000,0,6826,2000,1,0,0,0,21,0,0,0,4,Y,P
1889,0,50000,0,0,-57,4000,6371,4937,0,0,0,0,0,47,135,8352,0,6,N,Q
1890,0,13000,0,121,-210,1000,2863,213,0,0,1,0,0,48,0,59,0,1,Y,R
1891,1,17000,0,0,-168,-3000,0,1705,0,1,0,0,0,48,0,2980,0,7,Y,S
1892,0,60000,0,105,-12,1000,696,8289,0,0,0,0,0,47,380,0,0,5,N,T
1893,0,38000,0,0,-75,6000,722,2584,7000,0,0,0,0,31,0,781,2,1,N,U
1894,0,0,0,0,-16,0,90,0,0,0,0,0,0,19,0,0,4,7,N,V
1895,0,18000,0,0,-40,1000,223,845,0,0,0,0,0,40,0,1517,4,1,N,W
1896,0,21000,0,0,-3,2000,6930,1601,0,0,0,0,0,42,0,4334,0,2,N,X
1897,0,14000,0,0,-85,0,32,2870,0,1,1,0,0,43,66,230,0,6,Y,Y
1898,0,32000,0,0,-1833,-25000,158,1660,7000,1,1,0,0,39,13458,8719,3,9,Y,Z
1899,0,96000,1000,0,-22,2000,1757,5028,0,0,0,0,0,37,0,0,0,4,N,A
1900,0,0,0,0,-34,0,827,908,0,0,0,0,0,26,431,1153,3,8,N,B
1901,1,53000,0,0,-470,-1000,114,15799,0,0,0,0,1,43,0,11282,4,5,Y,C
1902,0,1000,0,0,-1,0,69,30,0,0,0,0,0,18,0,0,0,6,N,D
1903,0,16000,0,0,-201,0,0,2332,0,1,0,0,0,26,0,0,0,1,Y,E
1904,0,46000,0,0,-35,1000,493,3174,0,0,0,0,0,22,0,1206,1,1,N,F
1905,0,28000,0,0,-209,0,874,1945,0,1,1,0,0,47,804,2490,0,1,Y,G
1906,0,0,0,0,0,0,50,0,0,0,0,0,0,18,0,0,0,1,N,H
1907,0,0,0,0,0,0,50,0,0,0,0,0,0,19,0,0,3,4,N,I
1908,0,210000,11000,0,-893,15000,195,12894,0,1,0,0,0,61,0,34140,0,1,N,J
1909,0,16000,0,0,0,0,2095,143,0,0,0,0,0,44,0,0,0,1,N,K
1910,0,8000,0,0,-41,0,145,810,1000,0,0,0,0,30,0,97,0,1,N,L
1911,0,28000,2000,0,-229,3000,1018,3465,0,0,0,0,0,29,0,1352,0,6,N,M
1912,0,6000,0,0,-139,0,110,274,0,1,0,0,0,38,0,154,2,4,N,N
1913,0,35000,0,0,-322,0,0,3096,0,1,0,0,0,47,0,6263,0,4,N,O
1914,0,32000,0,0,-136,1000,2578,1939,4000,0,0,0,0,22,0,816,0,4,N,P
1915,0,2000,0,0,-7,0,11,0,0,0,0,0,0,19,0,0,4,7,N,Q
1916,0,9000,0,0,-12,0,1752,425,0,0,1,0,0,43,0,356,0,5,N,R
1917,0,7000,0,0,-9,0,2467,42,0,0,0,0,0,31,0,0,2,8,N,S
1918,0,22000,0,0,-22,0,2,615,0,1,0,0,0,27,0,0,0,7,N,T
1919,0,22000,0,0,-405,0,2194,467,0,0,1,0,0,25,0,0,0,2,Y,U
1920,0,20000,0,0,-4733,8000,0,0,0,0,1,0,0,33,0,0,0,1,Y,V
1921,0,0,1000,0,0,1000,3937,0,0,0,0,0,0,31,2962,0,0,1,N,W
1922,0,0,13000,51,-31,5000,19430,2628,0,0,1,0,0,43,576,6282,3,3,Y,X
1923,0,21000,0,0,-9,2000,453,933,0,0,0,0,0,22,0,134,0,4,N,Y
1924,0,20000,0,305,-4,0,303,914,0,0,0,0,0,25,0,351,1,7,N,Z
1925,0,3000,0,0,-52,0,6,72,0,1,0,0,0,18,0,200,4,6,Y,A
1926,0,19000,0,0,-11,1000,2620,1477,0,0,0,0,0,43,0,0,0,1,N,B
1927,0,38000,0,0,-45,0,1342,3416,0,0,0,0,0,45,0,6970,0,8,N,C
1928,0,29000,0,0,-90,-2000,60,1592,0,1,0,0,0,27,0,0,0,5,Y,D
1929,0,52000,0,0,-1,0,1635,2408,0,0,0,0,0,23,0,2229,4,5,N,E
1930,0,12000,0,0,-265,-2000,1104,130,0,1,1,0,0,33,0,1652,0,7,Y,F
1931,0,99000,0,0,-5051,1000,3,11844,14000,1,0,0,1,27,0,8366,1,8,Y,G
1932,0,11000,0,0,-71,0,5,235,0,1,1,0,0,24,0,0,0,7,Y,H
1933,0,9000,0,194,-38,0,1907,341,0,0,1,0,0,55,2069,0,0,2,Y,I
1934,0,21000,0,0,-44,3000,8862,990,0,0,0,0,0,30,1211,0,0,6,Y,J
1935,0,7000,0,0,-1,0,24,126,0,0,0,0,0,28,0,81,0,4,N,K
1936,0,20000,0,0,-2,2000,2359,255,0,0,0,0,0,22,0,0,0,3,N,L
1937,0,5000,0,0,0,0,1658,0,0,0,0,0,0,28,0,0,0,9,N,M
1938,0,6000,0,63,-2,0,699,56,0,0,0,0,0,25,966,0,0,4,N,N
1939,0,65000,0,0,-485,0,316,18658,0,1,0,0,0,25,600,16667,4,2,Y,O
1940,0,0,0,0,-11059,6000,517,14002,0,0,1,0,0,42,9299,0,2,3,Y,P
1941,0,28000,1000,0,-19,1000,2805,1404,0,0,0,0,0,27,410,3568,0,1,N,Q
1942,0,52000,22000,200,-65,8000,80,571,0,0,0,0,0,53,8,0,0,1,N,R
1943,0,17000,0,15,-190,0,0,457,0,1,0,0,1,48,512,33,1,6,Y,S
1944,0,39000,5000,0,-9,8000,17607,179,0,0,0,0,0,29,0,0,0,1,N,T
1945,0,15000,0,0,-1391,-8000,1,2486,0,1,0,0,1,57,0,3630,0,9,Y,U
1946,0,10000,0,0,-6,0,486,527,0,0,0,0,0,47,0,747,0,3,Y,V
1947,0,0,0,0,0,0,5,1414,0,0,0,0,0,19,0,4451,4,5,N,W
1948,0,46000,0,0,-1,-1000,2929,2984,0,0,0,0,0,44,3288,7514,0,1,N,X
1949,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,4,1,N,Y
1950,0,59000,0,0,-17,1000,2506,4186,0,0,0,0,0,22,45,0,0,4,N,Z
1951,0,20000,0,0,-146,0,45,1976,0,1,0,0,0,36,15,6397,3,7,Y,A
1952,0,4000,0,0,-4,0,2142,0,0,0,0,0,0,22,1000,0,0,2,N,B
1953,0,27000,0,0,0,0,102,1699,0,0,0,0,0,30,0,176,0,7,N,C
1954,0,79000,0,0,-280,2000,2430,5293,0,0,1,0,0,22,0,3256,0,3,Y,D
1955,0,0,0,0,0,0,40,0,0,0,0,0,0,18,0,0,4,,N,E
1956,0,0,3000,50,-812,7000,7944,6413,33000,0,1,0,0,44,0,13385,0,3,Y,F
1957,0,0,0,0,0,0,199,4,0,0,0,0,0,18,0,0,0,1,N,G
1958,0,0,0,0,-3713,4000,0,967,0,0,1,0,0,20,0,0,4,1,Y,H
1959,0,9000,0,0,0,0,964,848,0,0,0,0,0,18,40,0,4,7,N,I
1960,0,21000,0,0,-17,0,1002,135,0,0,0,0,0,34,0,1473,1,5,N,J
1961,0,22000,0,0,-25,2000,2642,170,0,0,0,0,0,21,400,63,4,1,N,K
1962,0,87000,0,0,-13,0,442,16819,0,0,1,0,0,41,211,768,0,7,N,L
1963,0,23000,0,0,-12,0,1982,2103,0,0,0,0,0,44,0,676,0,7,N,M
1964,0,2000,0,0,-1,0,35,57,0,0,0,0,0,20,0,0,1,9,N,N
1965,0,10000,0,0,-121,0,14,1190,0,1,0,0,0,26,0,546,0,2,Y,O
1966,0,60000,0,23,-2,45000,0,54,0,0,1,0,0,36,5,0,0,1,N,P
1967,0,28000,0,0,-40,0,3266,1972,0,0,0,0,0,28,0,0,0,4,N,Q
1968,0,6000,0,0,-11,0,252,74,0,0,0,0,0,37,0,0,4,7,N,R
1969,0,129000,0,0,0,73000,73057,1775,0,0,1,0,0,28,139,0,0,4,N,S
1970,0,15000,0,0,-87,0,2,1152,0,1,0,0,0,36,265,1110,0,5,Y,T
1971,0,19000,0,0,-1225,0,2867,851,0,0,1,0,0,40,0,337,0,2,Y,U
1972,0,20000,0,0,-10,-1000,844,2037,40000,0,1,0,0,25,0,0,0,5,N,V
1973,0,23000,0,0,-14,0,1576,52,0,0,0,0,0,30,14,0,0,1,N,W
1974,0,22000,5000,79,0,9000,7450,330,0,0,0,0,0,31,0,0,0,4,N,X
1975,0,46000,0,75,-330,1000,3063,1841,0,0,1,0,0,27,798,4230,0,8,Y,Y
1976,0,0,0,0,-76,-39000,5604,6344,5000,1,1,0,0,42,0,69511,4,3,N,Z
1977,0,16000,1000,0,0,3000,7274,336,0,0,1,0,0,36,0,449,0,6,N,A
1978,0,93000,2000,0,-618,3000,1938,15157,0,0,0,0,0,25,0,14578,0,6,N,B
1979,0,25000,0,0,-3,0,3,891,0,1,0,0,0,24,0,0,0,5,N,C
1980,0,55000,0,0,-183,1000,2327,3169,0,0,1,0,0,25,0,0,0,7,Y,D
1981,0,30000,0,0,-15727,17000,4922,16311,0,1,1,0,0,55,25227,0,0,1,Y,E
1982,0,51000,0,0,-110,-4000,1030,5347,0,0,0,0,0,24,5,0,2,1,N,F
1983,0,20000,0,0,-140,0,31,2092,0,1,1,0,0,26,0,315,0,4,Y,G
1984,0,0,0,0,-5,0,1776,1303,0,0,0,0,0,27,171,1561,0,6,N,H
1985,0,0,0,0,0,0,20,1,0,0,0,0,0,18,0,0,4,4,N,I
1986,0,50000,0,0,-185,0,76,3090,0,1,0,0,0,22,0,0,0,4,Y,J
1987,0,11000,0,16,-113,0,612,299,0,0,0,0,0,22,72,0,0,7,Y,K
1988,0,0,0,0,0,0,43,251,0,0,0,0,0,19,0,0,2,1,N,L
1989,0,18000,0,0,-56,0,731,23369,0,1,0,0,0,28,0,20140,4,2,N,M
1990,0,33000,0,0,-417,0,29,13,0,1,0,0,0,43,3997,3658,0,6,Y,N
1991,0,38000,0,0,-155,0,97,1976,0,1,0,0,0,22,0,3728,0,7,Y,O
1992,0,4000,0,0,-162,0,44,330,0,0,1,0,0,25,10,0,0,6,Y,P
1993,0,0,0,0,0,0,66,63,0,0,0,0,0,19,0,0,0,4,N,Q
1994,0,20000,0,0,-469,2000,7,1831,0,1,1,0,0,36,2612,687,4,7,Y,R
1995,0,71000,1000,0,-94,1000,13009,989,0,0,1,0,0,42,158,3030,0,2,N,S
1996,0,11000,0,0,-77,0,0,584,0,1,0,0,0,35,0,450,0,5,Y,T
1997,0,56000,0,0,-576,1000,380,1673,0,1,0,0,0,31,40,406,0,,Y,U
1998,0,2000,0,0,0,0,318,242,0,0,0,0,0,19,0,0,0,8,N,V
1999,0,36000,0,0,-7189,7000,1,2567,0,0,1,0,0,43,0,0,0,8,Y,W
2000,0,81000,1000,0,0,3000,12475,5627,0,0,0,0,1,41,0,419,0,1,N,X
2001,0,29000,0,0,-159,1000,1505,2113,0,0,0,0,0,32,0,2120,0,2,N,Y
2002,0,0,0,3,-5190,7000,8035,1454,0,0,1,0,0,48,1208,1846,1,5,Y,Z
2003,0,31000,2000,81,-36,0,4049,2199,1000,0,1,0,0,63,2537,37,0,9,N,A
2004,0,25000,0,0,-96,-28000,8396,3655,40000,0,0,0,0,25,791,34169,0,1,Y,B
2005,0,23000,4000,5,-1181,0,1660,1210,0,0,1,0,0,57,120,0,2,8,Y,C
2006,0,21000,0,0,-143,2000,12,198,0,0,0,0,0,19,0,2316,4,5,N,D
2007,0,24000,1000,0,-4,3000,12591,1138,0,0,1,0,0,42,0,359,1,5,N,E
2008,0,0,0,0,0,0,24,0,0,0,0,0,0,19,0,0,4,2,N,F
2009,0,0,0,0,0,0,51,0,0,0,0,0,0,18,0,0,0,3,N,G
2010,0,28000,0,0,-3,2000,35,1876,0,0,0,0,0,20,250,698,4,1,Y,H
2011,1,15000,0,0,-1,0,924,923,0,0,0,0,0,22,0,0,4,6,N,I
2012,1,2000,0,0,-1,0,153,79,0,0,0,0,1,18,0,231,4,6,N,J
2013,0,16000,0,0,-65,0,7,609,0,1,0,0,0,33,265,159,0,1,Y,K
2014,0,18000,0,0,-117,0,27,1001,0,1,0,0,0,20,4,3161,4,8,Y,L
2015,0,27000,0,0,0,-4000,0,202,0,0,0,0,0,44,0,0,0,9,N,M
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,N,N
2017,0,19000,0,25,-524,0,4686,1014,0,0,0,0,0,58,190,0,0,1,Y,O
2018,0,24000,0,0,-6,2000,12924,794,0,0,0,0,0,30,30,0,0,6,N,P
2019,0,49000,0,0,-81,0,3162,6309,0,0,0,0,0,25,0,0,0,1,Y,Q
2020,0,18000,33000,1600,-3000,33000,10000,12000,0,0,0,0,0,42,0,0,0,3,Y,R
2021,0,42000,0,10,-32,3000,7520,2477,0,0,0,0,0,66,1709,9105,0,9,N,S
2022,0,22000,0,0,-5,2000,0,827,0,0,0,0,0,27,0,0,0,1,N,T
2023,1,6000,0,0,-439,-2000,2,1981,0,0,0,0,0,32,26,1465,4,4,N,U
2024,0,14000,0,825,-12,-4000,2376,548,40000,0,0,0,0,24,0,0,0,1,N,V
2025,0,0,0,0,-84,14000,0,2402,0,0,0,0,0,67,0,0,0,1,N,W
2026,0,0,0,0,0,0,43,0,0,0,0,0,0,19,0,0,2,1,N,X
2027,0,21000,0,0,0,0,1832,129,0,0,0,0,0,43,0,726,0,3,N,Y
2028,0,7000,0,0,-146,0,104,4014,0,1,0,0,0,31,0,6243,0,6,N,Z
2029,0,17000,0,0,-51,0,278,3091,0,1,0,0,0,23,0,610,0,7,Y,A
2030,0,25000,0,0,-12,3000,0,30,0,0,0,0,0,46,0,0,0,1,N,B
2031,0,9000,0,0,0,0,1555,198,0,0,0,0,0,35,0,0,0,1,N,C
2032,0,12000,0,0,-5,0,594,335,0,0,0,0,0,31,0,0,0,7,N,D
2033,0,15000,0,0,-1,0,640,412,0,0,0,0,0,24,11,0,0,1,N,E
2034,0,0,0,0,-10857,2000,2136,1151,0,0,1,0,0,36,0,0,0,5,Y,F
2035,0,59000,0,138,-293,-8000,3403,1602,0,0,0,0,0,27,0,0,1,1,Y,G
2036,0,28000,0,1263,-1480,0,4000,3728,0,0,1,0,0,44,0,0,0,2,Y,H
2037,0,14000,0,0,-3,0,2907,585,0,1,0,0,0,38,0,0,0,1,N,I
2038,0,99000,1000,1054,-65,17000,62309,6649,0,0,1,0,0,43,12840,0,4,5,N,J
2039,0,31000,0,0,0,0,1,613,0,0,0,0,0,32,0,0,0,7,N,K
2040,0,24000,0,0,-523,0,25,0,0,1,1,0,0,45,0,15455,0,5,Y,L
2041,0,97000,0,0,-2239,4000,4013,924,0,0,1,0,0,61,1424,5308,0,1,N,M
2042,0,43000,0,0,-879,0,103,3232,0,1,1,0,0,42,0,7294,0,2,Y,N
2043,0,22000,0,0,-14,1000,5,431,1000,1,0,0,0,26,0,0,0,2,Y,O
2044,0,0,5000,0,-11,8000,0,2541,0,0,1,0,0,45,1875,98,0,2,N,P
2045,0,31000,0,0,-683,0,0,723,0,1,1,0,0,31,366,0,1,8,Y,Q
